say,-0.003609677531678482
mr.,-0.002072043199512032
fred,-0.0018863739096996713
bulstrode,-0.0017256536218588363
lydgate,-0.0015874745419980512
mary,-0.001193652289105667
garth,-0.0011482793461939332
not,-0.0010005849379892112
celia,-0.0009892707290165348
james,-0.0009843098775577674
mrs.,-0.0009493517033043406
farebrother,-0.000754949899643257
vincy,-0.0006689326512365012
rosamond,-0.0006631012565190891
brooke,-0.0006210936014237145
',-0.0006118682812332828
sir,-0.0005367591266246701
raffles,-0.0005313921599913694
wish,-0.0005208901813677598
go,-0.0005088215361574663
tell,-0.0004861931182121134
ladislaw,-0.0004746177981416564
come,-0.00047458864168686767
shall,-0.00045431022362153983
caleb,-0.0004526566064686175
hear,-0.0004183367614317796
sir james,-0.00041291174128796506
middlemarch,-0.0004089661777655312
lowick,-0.00039440278799752375
speak,-0.00039216889513852627
father,-0.000350364297630418
chettam,-0.00034328566033368094
away,-0.00033014367367654036
mr. bulstrode,-0.00032550198682606754
trumbull,-0.00031842334952933047
vicar,-0.0003079794244162347
say mrs.,-0.0003072541446334068
hawley,-0.0002966071619330443
fellow,-0.00029184936806154365
solomon,-0.0002790845995232115
featherstone,-0.0002763865379791667
waule,-0.0002757773652173666
talk,-0.0002757193117068527
get,-0.0002689887360741352
will,-0.00026864067441011565
mr. farebrother,-0.00026507232900649017
dear,-0.00025483146148066104
can not,-0.00024496781207364034
rector,-0.000244503643388593
casaubon,-0.0002435458901646455
wrench,-0.00024212474645284273
can,-0.00023928168083204516
bambridge,-0.00023597444652620028
horse,-0.00023287026980762208
immediately,-0.00022790941834885476
sure,-0.00022712608505551295
mrs. garth,-0.0002250663527280572
answer,-0.00022407996184744871
mr. brooke,-0.0002211788427161372
tone,-0.0002188579992909008
glad,-0.0002108510246240692
yes,-0.0002107929711135553
pound,-0.00020966157615619405
leave,-0.00020954546913516626
chapter,-0.00020800795900327159
add,-0.0001999429308259261
mr. garth,-0.00019901459345583156
say rosamond,-0.0001982893136730037
think,-0.00019512682404484788
letter,-0.00019399568848655035
money,-0.00019367652387825587
house,-0.00018897678351726906
walk,-0.00018758427746212727
dodo,-0.0001873812198748606
say mr.,-0.00018680094416878557
susan,-0.00018479926535184358
marry,-0.00018329065227567392
have,-0.00018250731898233213
care,-0.00018024452906760966
brother,-0.00017978036038256238
uncle,-0.0001790550805997345
family,-0.00017832980081690662
mention,-0.00017481950892379508
usual,-0.0001667544807464496
home,-0.000166493369648669
say lydgate,-0.0001655650322785744
day,-0.0001649267030619854
want,-0.00016327308590906298
bad,-0.00015982084752646537
sister,-0.00015941473235193192
say fred,-0.00015921167476466524
plymdale,-0.00015610749804608707
standish,-0.00015352554352307006
ought,-0.00015253915264246162
oh,-0.00015108859307680583
reason,-0.00014798441635822766
fred 's,-0.00014664996381359973
tipton,-0.00014638885271581913
evening,-0.00014566357293299123
turn,-0.0001433716265634798
hackbutt,-0.00014261744972492697
dare,-0.0001393102154190821
mrs. bulstrode,-0.00013693131848333177
say sir,-0.00013693131848333177
miss,-0.0001356838165049427
soon,-0.00013429131044980088
medical,-0.0001338271417647536
minchin,-0.0001336240841774869
pioneer,-0.0001336240841774869
mr. vincy,-0.00013336297307970632
meet,-0.00013310186198192572
mother,-0.00013165130241626997
rosy,-0.0001312451872417366
dagley,-0.00013078101855668931
pay,-0.00013072296504617538
pocket,-0.00013005573877386144
business,-0.00012906934789325296
london,-0.00012886629030598628
continue,-0.000128402121620939
vote,-0.00012793795293589171
clergyman,-0.00012436960753226626
course,-0.0001231221055538772
sprague,-0.0001222518216942965
say caleb,-0.00012106237322642137
notice,-0.00012106237322642137
mrs. waule,-0.00011940875607349893
would,-0.00011940875607349893
mr. lydgate,-0.00011842236519289047
letty,-0.00011749402782279592
hinder,-0.00011749402782279592
enter,-0.000117435974312282
mawmsey,-0.00011702985913774862
set,-0.0001153181884743123
peter,-0.0001151151308870456
consider,-0.00011392568241917043
brassing,-0.00011372262483190374
stone court,-0.00011299734504907589
mrs. vincy,-0.00011134372789615342
seat,-0.00011108261679837283
horrock,-0.00011087955921110615
matter,-0.0001087037198626225
buy,-0.00010850066227535585
practice,-0.00010850066227535585
tantripp,-0.00010850066227535585
not know,-0.00010850066227535585
martha,-0.00010803649359030855
abel,-0.00010803649359030855
toller,-0.00010731121380748069
call,-0.0001072531602969668
papa,-0.0001068470451224334
say sir james,-0.00010565759665455825
go away,-0.00010519342796951097
follow,-0.00010493231687173037
say celia,-0.00010446814818668309
ben,-0.00010327869971880794
vincy 's,-0.00010235036234871337
hall,-0.00010235036234871337
court,-0.00010208925125093277
tertius,-0.00010208925125093277
stay,-0.0001018281401531522
place,-0.0001015670290553716
stick,-0.0001011609138808382
ask,-0.0001005806381747631
open,-0.00010037758058749645
illness,-9.950729672791578e-05
peacock,-9.950729672791578e-05
second,-9.779562606447944e-05
question,-9.727340386891828e-05
hop,-9.666423110711818e-05
chichely,-9.666423110711818e-05
daughter,-9.593895132429031e-05
freshitt,-9.474950285641517e-05
lay,-9.474950285641517e-05
dr.,-9.263171701844543e-05
oblige,-9.237060592066485e-05
noble,-9.144226855057027e-05
church,-9.118115745278968e-05
bulstrode 's,-9.118115745278968e-05
affair,-9.118115745278968e-05
conversation,-9.07169887677424e-05
raffle,-8.978865139764783e-05
chance,-8.906337161481997e-05
beg,-8.859920292977267e-05
nonsense,-8.81350342447254e-05
say mrs. garth,-8.81350342447254e-05
aside,-8.81350342447254e-05
godwin,-8.694558577685025e-05
servant,-8.694558577685025e-05
son,-8.668447467906965e-05
