0,2845
1,5046
2,1719
3,2129
4,210
5,1406
6,1335
7,1854
8,203
9,974
10,2009
11,1775
12,868
13,195
14,123
15,6281
16,2224
17,255
18,587
19,2807
20,8269
21,2339
22,1666
23,711
24,1585
25,406
26,118
27,1943
28,1508
29,1775
30,374
31,645
32,154
33,886
34,724
35,839
36,580
37,1773
38,72
39,1100
40,295
41,1443
42,2170
43,746
44,0
45,445
46,653
47,125
48,711
49,85
50,1799
51,226
52,176
53,1144
54,676
55,815
56,564
57,220
58,827
59,30
60,234
61,1605
62,251
63,229
64,223
65,75
66,85
67,29
68,138
69,58
70,438
71,755
72,307
73,727
74,1198
75,194
76,1779
77,400
78,517
79,145
80,3360
81,2001
82,83
83,1000
84,69
85,1046
86,40
87,2672
