0,17
10,12
100,3
1000,2
1008,2
101,2
1012,4
1016,4
1018,1
1019,2
102,16
1021,1
103,7
104,4
105,4
106,7
107,4
1089,1
109,2
111,7
112,12
114,2
1152,2
1156,1
1165,6
1168,3
1170,2
1172,4
1183,2
12,6
1200,1
1202,1
1207,1
121,8
1211,1
122,2
123,6
124,2
1240,1
1241,1
1245,1
125,2
126,7
129,16
13,2
130,3
131,4
132,1
133,4
135,2
136,6
1365,2
1366,1
1367,1
137,3
1374,1
1376,3
138,3
14,1
142,8
144,4
1445,2
145,3
1457,2
1460,1
1463,4
1464,3
1474,1
1488,1
149,1
1497,1
1498,4
1500,1
1503,1
151,9
1510,2
1517,2
152,4
1522,3
1527,1
153,6
154,4
1547,1
155,7
156,10
157,4
158,1
160,1
161,8
1610,1
163,10
164,8
166,9
1726,1
176,9
177,7
1773,1
178,3
18,1
180,2
182,5
183,6
184,17
186,1
187,2
19,2
190,1
191,6
192,2
193,3
194,12
198,1
199,10
20,14
200,3
201,18
202,1
204,1
2083,1
2084,2
2085,1
209,7
2090,2
2098,1
210,7
2112,1
213,2
2130,1
2132,1
2136,4
2151,4
2154,2
216,13
2167,1
217,13
218,2
22,4
225,6
226,2
227,4
228,4
23,1
230,14
231,4
235,13
237,4
238,7
239,20
24,2
245,15
246,1
247,2
25,5
2514,1
2537,2
2538,2
2544,1
2561,1
2565,1
2567,3
2569,1
2572,1
2574,1
2580,1
2581,2
2584,1
2585,7
2593,2
26,3
2615,3
262,6
263,9
2642,3
2683,1
2687,2
27,14
270,17
2707,1
2715,7
272,5
273,3
274,31
275,4
276,4
278,1
2787,1
2792,1
2795,2
28,13
280,3
281,3
283,3
284,1
2848,1
2853,1
286,3
29,4
295,3
296,3
3,3
30,9
3084,1
31,5
3107,1
3117,1
3124,1
3127,1
3129,1
3132,2
3133,1
3137,1
3138,2
3141,5
3144,5
318,2
319,7
32,5
3209,1
321,7
323,3
3255,6
326,1
328,1
329,2
33,2
331,16
3368,2
34,1
3418,1
3427,1
344,1
352,1
356,21
357,2
3578,1
358,2
359,6
3594,2
3602,1
361,1
3619,1
362,2
3620,6
363,4
364,14
365,12
3659,1
366,1
3665,1
368,5
369,1
3697,3
37,4
370,11
3702,1
3708,2
3712,1
3716,1
3720,1
3725,1
3740,1
38,18
389,1
39,4
394,2
395,3
396,5
4,3
4012,4
4025,1
4026,1
4027,1
4038,2
4041,2
4059,2
4065,1
41,7
414,1
4146,2
4158,2
4160,2
4167,1
417,2
4180,1
4185,1
419,1
42,12
4228,1
423,1
4248,1
425,2
426,1
4262,4
4277,2
428,2
4292,3
43,16
4313,2
432,17
433,5
434,2
4356,1
4369,1
4397,2
44,1
4489,1
4493,1
4509,4
451,6
4513,2
452,1
455,2
459,10
46,5
4601,1
4605,1
4611,9
4624,1
4632,1
4633,2
4643,1
465,1
4656,5
466,3
4677,1
4691,1
47,1
4714,1
4722,2
4725,2
4759,1
4787,1
4804,1
4833,1
4848,1
485,1
4860,1
4864,1
487,1
489,2
4891,1
4893,1
49,5
4933,2
4968,1
4994,1
4995,1
50,5
5002,2
5099,1
51,7
5105,1
5113,3
5133,1
5134,1
514,1
515,15
517,2
520,1
5201,2
5211,1
5226,1
523,3
5235,1
5260,1
53,3
5325,1
533,1
534,2
5343,1
5359,4
536,5
537,1
538,1
539,5
54,5
540,10
5415,5
542,7
55,3
5564,2
5598,1
56,13
5623,1
5651,1
5692,1
5694,1
57,2
5714,4
5734,1
5740,6
5743,3
575,1
5756,1
576,3
578,1
5783,1
582,7
586,6
587,4
589,2
59,2
593,10
594,1
5969,1
5973,2
60,5
6021,1
61,2
616,2
62,9
620,1
621,4
629,1
63,5
638,3
644,1
646,1
647,3
648,1
649,4
65,3
651,6
667,2
70,6
72,10
726,2
727,2
729,2
73,9
730,3
731,1
732,5
74,3
76,3
78,6
79,11
8,3
80,9
81,2
810,2
811,1
814,2
817,1
818,3
819,1
820,6
825,1
834,1
86,3
87,4
88,5
89,4
9,12
90,2
91,2
92,6
928,5
930,7
931,1
934,6
935,2
936,1
939,5
94,3
940,1
95,2
951,3
958,5
96,2
961,2
964,2
965,1
966,5
967,3
968,4
97,7
970,1
973,1
974,5
975,4
976,3
98,6
981,3
986,4
99,1
996,30
998,13
999,3
